id,date,district,locality,category,department,transcript,sentiment,sentiment_score,priority
816,2025-01-26,Thiruvananthapuram,Civil Station Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Thiruvananthapuram district. In Thiruvananthapuram, near Civil Station Road, I just wanted to thank the Police Department team, the issue in Civil Station Road was resolved very quickly.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.55,Low
817,2025-06-07,Thiruvananthapuram,Collectorate Road,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Thiruvananthapuram district, near Collectorate Road, internet speed in Collectorate Road has been extremely poor for 6 days despite multiple complaints. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.42,High
818,2025-05-24,Ernakulam,Industrial Estate,Water Supply,Water Authority,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Ernakulam district, near Industrial Estate, could you tell me the schedule for water supply in Industrial Estate this week. That's all, thanks for your help.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.11,Low
819,2025-09-27,Kottayam,Railway Station Road,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Kottayam district, near Railway Station Road, I want to know the new bus timings for the Railway Station Road route. Thank you, I just wanted some information.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.28,Low
820,2025-07-16,Thiruvananthapuram,Railway Station Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Thiruvananthapuram district, near Railway Station Road, we would like additional police patrolling near Railway Station Road during late evenings. Kindly forward this to the concerned department.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,0.06,Medium
821,2025-08-11,Kozhikode,Bus Stand area,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Kozhikode district, near Bus Stand area, buses on the Bus Stand area route have been cancelled for 5 days without any announcement. Please get this resolved as soon as possible.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.52,High
822,2026-05-26,Ernakulam,New Bypass,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Ernakulam district, near New Bypass, can you share the contact details for the New Bypass police station. Okay, thank you for clarifying.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.2,Low
823,2025-07-17,Wayanad,Industrial Estate,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Wayanad district, near Industrial Estate, waste collection has been irregular in Industrial Estate for 7 days and the smell is unbearable. Please get this resolved as soon as possible.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.72,High
824,2026-03-29,Wayanad,Hospital Road,Roads,Public Works Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Wayanad district, near Hospital Road, there is no streetlight and no road markings on the new stretch near Hospital Road, accidents are increasing. We have been waiting too long, kindly expedite this.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.56,High
825,2026-04-17,Wayanad,MG Road,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Wayanad district, near MG Road, the bus shelter near MG Road is damaged and offers no protection from rain. Please look into this when possible.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,-0.22,Medium
826,2025-03-28,Thiruvananthapuram,Collectorate Road,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Thiruvananthapuram district, near Collectorate Road, a fire broke out at the open waste dumping site near Collectorate Road and smoke is spreading into homes. This is an emergency, we need help right now.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Negative,-0.93,Critical
827,2026-02-02,Thrissur,Ward 7,Water Supply,Water Authority,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Thrissur district, near Ward 7, there is a minor leak near the Ward 7 junction that is wasting a lot of water. Kindly forward this to the concerned department.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,0.09,Medium
828,2026-02-15,Alappuzha,Railway Station Road,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Alappuzha district, near Railway Station Road, I wanted an update on my caste certificate application status. It would help if this could be addressed soon.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.07,Medium
829,2025-03-03,Kottayam,Hospital Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Kottayam district, near Hospital Road, the CCTV cameras installed near Hospital Road have not been working for a while. It would help if this could be addressed soon.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Neutral,-0.16,Medium
830,2025-08-27,Ernakulam,School Lane,Roads,Public Works Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Ernakulam district, near School Lane, the bridge near School Lane has developed a large crack and people are afraid to use it. People are at risk, please treat this as top priority.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.78,Critical
831,2026-01-18,Kozhikode,Collectorate Road,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Kozhikode district, near Collectorate Road, people are dumping waste illegally near Collectorate Road and it is attracting stray animals. We have been waiting too long, kindly expedite this.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.36,High
832,2025-09-18,Idukki,MG Road,Water Supply,Water Authority,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Idukki district, near MG Road, the water pressure in MG Road has dropped so badly that upper floors get nothing. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.58,High
833,2025-03-12,Ernakulam,Bus Stand area,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Ernakulam district, near Bus Stand area, there have been repeated chain snatching incidents reported near Bus Stand area. Please get this resolved as soon as possible.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.56,High
834,2025-09-28,Kannur,Beach Road,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Kannur district, near Beach Road, can you tell me when the next scheduled maintenance shutdown is for Beach Road. Thank you, I just wanted some information.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.06,Low
835,2026-02-25,Thiruvananthapuram,Panchayat Office area,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Thiruvananthapuram district, near Panchayat Office area, we would like more computers at the Panchayat Office area government school. Kindly forward this to the concerned department.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.0,Medium
836,2025-04-15,Thiruvananthapuram,Ward 7,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Thiruvananthapuram district, near Ward 7, I wanted to know the documents required for a new birth certificate. Okay, thank you for clarifying.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,0.35,Low
837,2025-05-30,Alappuzha,Temple Junction,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Alappuzha district, near Temple Junction, our electricity bill this month seems unusually high and I want it checked. It would help if this could be addressed soon.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.05,Medium
838,2026-05-18,Kannur,Bus Stand area,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Kannur district, near Bus Stand area, can you tell me the schedule for the upcoming parent teacher meeting. Thank you, I just wanted some information.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,0.03,Low
839,2026-05-15,Kannur,Market Road,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Kannur district, near Market Road, the government school building in Market Road has a collapsed section of roof and classes are unsafe. People are at risk, please treat this as top priority.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Negative,-0.88,Critical
840,2025-12-01,Idukki,Civil Station Road,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Idukki district, near Civil Station Road, internet speed in Civil Station Road has been extremely poor for 4 days despite multiple complaints. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.69,High
841,2026-03-02,Palakkad,Bus Stand area,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Palakkad district, near Bus Stand area, buses on the Bus Stand area route have been cancelled for 6 days without any announcement. Please get this resolved as soon as possible.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.71,High
842,2025-12-19,Alappuzha,Panchayat Office area,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Alappuzha district, near Panchayat Office area, midday meal quality at the Panchayat Office area school has deteriorated and several children fell sick. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.71,High
843,2025-12-08,Kozhikode,Beach Road,Roads,Public Works Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Kozhikode district, near Beach Road, there is no streetlight and no road markings on the new stretch near Beach Road, accidents are increasing. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.51,High
844,2025-09-11,Kannur,Railway Station Road,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Kannur district. In Kannur, near Railway Station Road, I appreciate how fast the complaint about Railway Station Road was handled, thank you.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.5,Low
845,2025-05-26,Kottayam,New Bypass,Healthcare,Health Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Kottayam district, near New Bypass, the government hospital in New Bypass has been short staffed for 7 days and patients are waiting for hours. We have been waiting too long, kindly expedite this.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.71,High
846,2025-11-08,Kozhikode,Railway Station Road,Roads,Public Works Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Kozhikode district, near Railway Station Road, drainage on the side of the Railway Station Road road is broken and water pools on the street. Kindly forward this to the concerned department.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,-0.17,Medium
847,2025-08-06,Kottayam,Industrial Estate,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Kottayam district, near Industrial Estate, could you share information about the senior citizen travel concession. That's all, thanks for your help.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.18,Low
848,2026-01-05,Kozhikode,Panchayat Office area,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Kozhikode district, near Panchayat Office area, my income certificate application submitted at the Panchayat Office area office has been pending for 5 days. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Negative,-0.42,High
849,2025-09-07,Thiruvananthapuram,Industrial Estate,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Thiruvananthapuram district, near Industrial Estate, I want to know the schedule for the door to door waste collection. Thank you, I just wanted some information.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.26,Low
850,2025-05-25,Wayanad,Temple Junction,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Wayanad district, near Temple Junction, I wanted an update on my caste certificate application status. Please look into this when possible.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,-0.13,Medium
851,2025-11-16,Idukki,MG Road,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Idukki district, near MG Road, I wanted to ask about the admission process for the MG Road government school. That's all, thanks for your help.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.18,Low
852,2025-05-05,Kozhikode,Ward 7,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Kozhikode district, near Ward 7, I want to know the schedule for the door to door waste collection. That's all, thanks for your help.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Neutral,0.35,Low
853,2026-02-21,Kannur,Collectorate Road,Healthcare,Health Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Kannur district, near Collectorate Road, can you tell me how to register for the free health camp next week. Okay, thank you for clarifying.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.09,Low
854,2025-10-07,Ernakulam,Ward 12,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Ernakulam district, near Ward 12, the public WiFi hotspot at Ward 12 has not worked in 8 days. This is causing a lot of difficulty for residents, please prioritise it.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Negative,-0.55,High
855,2025-12-28,Thiruvananthapuram,Railway Station Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Thiruvananthapuram district, near Railway Station Road, there was a robbery near Railway Station Road last night and residents are demanding immediate police patrolling. Please send someone immediately, this cannot wait any longer.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.83,Critical
856,2025-07-04,Kannur,Ward 12,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Kannur district, near Ward 12, my income certificate application submitted at the Ward 12 office has been pending for 8 days. We have been waiting too long, kindly expedite this.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.64,High
857,2026-01-27,Thrissur,Panchayat Office area,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Thrissur district, near Panchayat Office area, could you share information about the senior citizen travel concession. Okay, thank you for clarifying.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.24,Low
858,2025-08-23,Thrissur,Temple Junction,Healthcare,Health Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Thrissur district, near Temple Junction, the medicine stock at the Temple Junction dispensary seems to be running low. Please look into this when possible.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.13,Medium
859,2025-11-16,Kannur,Panchayat Office area,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Kannur district, near Panchayat Office area, internet speed in Panchayat Office area has been extremely poor for 2 days despite multiple complaints. Please get this resolved as soon as possible.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.64,High
860,2026-04-09,Kozhikode,Ward 7,Healthcare,Health Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Kozhikode district, near Ward 7, I want to raise a concern about cleanliness at the Ward 7 health centre. Please look into this when possible.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,-0.14,Medium
861,2025-06-01,Palakkad,Temple Junction,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Palakkad district. In Palakkad, near Temple Junction, I just wanted to thank the Revenue Department team, the issue in Temple Junction was resolved very quickly.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.64,Low
862,2025-10-22,Thrissur,Bus Stand area,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Thrissur district. In Thrissur, near Bus Stand area, I just wanted to thank the IT & Telecom Department team, the issue in Bus Stand area was resolved very quickly.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.66,Low
863,2025-04-14,Palakkad,MG Road,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Palakkad district, near MG Road, midday meal quality at the MG Road school has deteriorated and several children fell sick. Please get this resolved as soon as possible.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.63,High
864,2025-04-11,Kannur,Market Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, calling from Kannur district. In Kannur, near Market Road, The recent work done by the Police Department in Market Road has been excellent, well done.
Support Executive: That's wonderful to hear, thank you for the feedback, I will pass it on to the team.
Citizen: No problem, keep up the good work.
Support Executive: Thank you, have a great day!",Positive,0.62,Low
865,2025-04-16,Idukki,MG Road,Public Safety,Police Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Idukki district, near MG Road, I wanted to know the process to file a noise complaint for MG Road. Okay, thank you for clarifying.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Neutral,0.3,Low
866,2026-06-08,Kannur,Beach Road,Water Supply,Water Authority,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Kannur district, near Beach Road, there is a minor leak near the Beach Road junction that is wasting a lot of water. Kindly forward this to the concerned department.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,-0.08,Medium
867,2025-04-03,Palakkad,Temple Junction,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Palakkad district, near Temple Junction, the scholarship payment for Temple Junction students has been delayed for 7 days. It would help if this could be addressed soon.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,-0.02,Medium
868,2025-01-12,Thiruvananthapuram,Ward 12,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Thiruvananthapuram district, near Ward 12, our electricity bill this month seems unusually high and I want it checked. Please look into this when possible.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,-0.27,Medium
869,2025-11-24,Kottayam,Hospital Road,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Kottayam district, near Hospital Road, the bus frequency on the Hospital Road route has reduced and commuters are facing delays. Please look into this when possible.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Neutral,0.14,Medium
870,2025-03-21,Kozhikode,Panchayat Office area,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Kozhikode district, near Panchayat Office area, the meter reading at our Panchayat Office area residence appears to be incorrect. Kindly forward this to the concerned department.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,-0.19,Medium
871,2025-07-23,Ernakulam,School Lane,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Ernakulam district, near School Lane, the bus driver on the School Lane route was driving recklessly and nearly caused an accident. This is an emergency, we need help right now.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.71,Critical
872,2025-04-27,Kannur,Beach Road,Healthcare,Health Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Kannur district, near Beach Road, I want to raise a concern about cleanliness at the Beach Road health centre. Please look into this when possible.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,0.07,Medium
873,2025-08-30,Palakkad,Beach Road,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Palakkad district, near Beach Road, people are dumping waste illegally near Beach Road and it is attracting stray animals. Please get this resolved as soon as possible.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.49,High
874,2025-09-08,Thiruvananthapuram,New Bypass,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Thiruvananthapuram district, near New Bypass, the bus shelter near New Bypass is damaged and offers no protection from rain. Kindly forward this to the concerned department.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.03,Medium
875,2026-05-13,Kozhikode,Ward 7,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I'm calling on behalf of my neighbourhood. In Kozhikode district, near Ward 7, people are dumping waste illegally near Ward 7 and it is attracting stray animals. Please get this resolved as soon as possible.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Negative,-0.36,High
